trial_id,scene_id,scene_family,method,instruction_type,instruction_text,candidate_count,asked,question_count,latency,target_correct,failure_category
285,scene_005,cup_only,proposed_efe,clear,Pick up the bottom cup.,1,False,0,2.91707,True,none
286,scene_005,cup_only,proposed_efe,partial,Pick up the center cup.,1,False,0,3.094352,True,none
287,scene_005,cup_only,proposed_efe,partial,Pick up the green cup.,2,True,1,75.25892,True,none
288,scene_005,cup_only,proposed_efe,partial,Pick up the right cup.,6,True,2,165.393385,True,none
289,scene_005,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,5,200.838329,True,none
290,scene_005,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,5,225.023232,True,none
291,scene_005,cup_only,proposed_efe,ambiguous,Pick up my cup.,6,True,1,48.784865,True,none
292,scene_006,cup_only,top_score,ambiguous,Pick up my cup.,7,False,0,4.919039,False,ambiguity_not_solved
293,scene_006,cup_only,top_score,ambiguous,Pick up my cup.,7,False,0,8.186159,False,ambiguity_not_solved
294,scene_006,cup_only,top_score,ambiguous,Pick up my cup.,7,False,0,2.129136,False,wrong
295,scene_006,cup_only,top_score,partial,Pick up the red cup.,1,False,0,20.675515,True,none
296,scene_006,cup_only,top_score,partial,Pick up the center cup.,2,False,0,6.404781,True,none
297,scene_006,cup_only,top_score,clear,Pick up the pink cup.,1,False,0,6.061885,False,wrong_object_selected
298,scene_006,cup_only,top_score,clear,Pick up the green cup.,2,False,0,4.936518,True,none
299,scene_006,cup_only,random_candidate,partial,Pick up the green cup.,2,False,0,6.831697,False,wrong
300,scene_006,cup_only,random_candidate,clear,Pick up the brown cup.,1,False,0,2.322606,True,none
301,scene_006,cup_only,random_candidate,clear,Pick up the cup with pattern.,1,False,0,5.450755,True,none
302,scene_006,cup_only,random_candidate,partial,Pick up the blue cup.,1,False,0,4.089429,True,none
303,scene_006,cup_only,random_candidate,partial,Pick up the center cup.,2,False,0,4.571325,False,ambiguity_not_solved
304,scene_006,cup_only,random_candidate,partial,Pick up the cup with cover.,1,False,0,4.176939,False,gd_missing_target_candidate
305,scene_006,cup_only,random_candidate,ambiguous,Pick up my cup.,7,False,0,9.972146,False,ambiguity_not_solved
306,scene_006,cup_only,random_candidate,ambiguous,Pick up my cup.,7,False,0,6.221874,False,wrong
307,scene_006,cup_only,random_candidate,ambiguous,Pick up my cup.,7,False,0,3.853795,False,ambiguity_not_solved
308,scene_006,cup_only,vlm_direct,ambiguous,Pick up my cup.,7,False,0,89.312576,False,ambiguity_not_solved
309,scene_006,cup_only,vlm_direct,ambiguous,Pick up my cup.,7,False,0,102.996855,False,ambiguity_not_solved
310,scene_006,cup_only,vlm_direct,ambiguous,Pick up my cup.,7,False,0,95.025822,False,ambiguity_not_solved
311,scene_006,cup_only,vlm_direct,partial,Pick up the center cup.,2,False,0,68.155683,False,ambiguity_not_solved
312,scene_006,cup_only,vlm_direct,partial,Pick up the left cup.,1,False,0,4.976231,True,none
313,scene_006,cup_only,vlm_direct,clear,Pick up the blue cup.,1,False,0,5.653136,True,none
314,scene_006,cup_only,vlm_direct,clear,Pick up the red cup.,1,False,0,5.292359,True,none
315,scene_006,cup_only,first_question,clear,Pick up the red cup.,1,False,0,2.155762,True,none
316,scene_006,cup_only,first_question,clear,Pick up the blue cup.,1,False,0,3.940129,True,none
317,scene_006,cup_only,first_question,clear,Pick up the most left cup.,2,True,1,102.760753,True,none
318,scene_006,cup_only,first_question,partial,Pick up the green cup.,2,True,1,125.049579,True,none
319,scene_006,cup_only,first_question,partial,Pick up the red cup.,1,False,0,2.905981,True,none
320,scene_006,cup_only,first_question,ambiguous,Pick up my cup.,7,True,5,330.289362,True,none
321,scene_006,cup_only,first_question,ambiguous,Pick up my cup.,7,True,6,342.239624,True,none
322,scene_006,cup_only,first_question,ambiguous,Pick up my cup.,7,True,5,254.706697,True,none
323,scene_006,cup_only,random_question,ambiguous,Pick up my cup.,7,True,4,261.665533,True,none
324,scene_006,cup_only,random_question,ambiguous,Pick up my cup.,7,True,6,350.613988,True,none
325,scene_006,cup_only,random_question,ambiguous,Pick up my cup.,7,True,5,233.438847,True,none
326,scene_006,cup_only,random_question,partial,Pick up the center cup.,2,True,1,67.344439,False,wrong
327,scene_006,cup_only,random_question,partial,Pick up the green cup.,2,True,1,82.202008,True,none
328,scene_006,cup_only,random_question,partial,Pick up the red cup.,1,False,0,2.648951,True,none
329,scene_006,cup_only,random_question,clear,Pick up the blue cup.,1,False,0,3.29517,True,none
330,scene_006,cup_only,random_question,clear,Pick up the brown cup.,1,False,0,4.128551,True,none
331,scene_006,cup_only,random_question,clear,Pick up the left most cup.,2,True,1,75.530092,True,none
332,scene_006,cup_only,vlm_best_question,clear,Pick up the blue cup.,1,False,0,3.879515,True,none
333,scene_006,cup_only,vlm_best_question,clear,Pick up the bottom cup.,1,False,0,24.413203,True,none
334,scene_006,cup_only,vlm_best_question,partial,Pick up the red cup.,1,False,0,11.113528,True,none
335,scene_006,cup_only,vlm_best_question,partial,Pick up the green cup.,2,True,1,97.576332,True,none
336,scene_006,cup_only,vlm_best_question,partial,Pick up the center cup.,2,True,1,105.589686,True,none
337,scene_006,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,4,371.789871,True,none
338,scene_006,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,6,457.48481,True,none
339,scene_006,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,5,435.86064,True,none
340,scene_006,cup_only,proposed_efe,clear,Pick up the blue cup.,1,False,0,2.266331,True,none
341,scene_006,cup_only,proposed_efe,clear,Pick up the red cup.,1,False,0,15.723063,True,none
342,scene_006,cup_only,proposed_efe,clear,Pick up the bottom cup.,1,False,0,15.402943,True,none
343,scene_006,cup_only,proposed_efe,partial,Pick up the green cup.,2,True,1,68.788046,True,none
344,scene_006,cup_only,proposed_efe,partial,Pick up the center cup.,2,True,1,61.015889,True,none
345,scene_006,cup_only,proposed_efe,partial,Pick up the most left cup.,2,True,1,86.356264,True,none
346,scene_006,cup_only,proposed_efe,ambiguous,Pick up my cup.,7,True,4,207.263402,True,none
347,scene_006,cup_only,proposed_efe,ambiguous,Pick up my cup.,7,True,1,67.071527,True,none
348,scene_007,cup_only,top_score,clear,Picky up the green cup.,1,False,0,4.913272,True,none
349,scene_007,cup_only,top_score,clear,Picky up the red cup.,1,False,0,5.072999,True,none
350,scene_007,cup_only,top_score,partial,Picky up the pink cup.,1,False,0,4.702231,False,wrong_object_selected
351,scene_007,cup_only,top_score,partial,Picky up the center cup.,1,False,0,5.205851,False,wrong_object_selected
352,scene_007,cup_only,top_score,partial,Picky up the right cup.,1,False,0,5.210686,True,none
353,scene_007,cup_only,top_score,ambiguous,Picky up my cup.,7,False,0,6.285935,False,ambiguity_not_solved
354,scene_007,cup_only,top_score,ambiguous,Picky up my cup.,7,False,0,3.387148,False,ambiguity_not_solved
355,scene_007,cup_only,random_candidate,ambiguous,Picky up my cup.,7,False,0,4.68496,False,ambiguity_not_solved
356,scene_007,cup_only,random_candidate,ambiguous,Picky up my cup.,7,False,0,7.308588,False,ambiguity_not_solved
357,scene_007,cup_only,random_candidate,clear,Picky up the yellow cup.,1,False,0,4.662236,True,none
358,scene_007,cup_only,random_candidate,clear,Picky up the blue cup.,1,False,0,3.844196,True,none
359,scene_007,cup_only,random_candidate,partial,Picky up the center cup.,1,False,0,5.426709,False,wrong_object_selected
360,scene_007,cup_only,random_candidate,partial,Picky up the left cup.,2,False,0,6.862416,False,wrong_object_selected
361,scene_007,cup_only,vlm_direct,partial,Picky up the left cup.,2,False,0,81.321446,False,ambiguity_not_solved
362,scene_007,cup_only,vlm_direct,partial,Picky up the right cup.,1,False,0,6.067077,False,gd_missing_target_candidate
363,scene_007,cup_only,vlm_direct,clear,Picky up the white cup.,8,False,0,84.525623,True,none
364,scene_007,cup_only,vlm_direct,clear,Picky up the brown cup.,1,False,0,4.031921,True,none
365,scene_007,cup_only,vlm_direct,ambiguous,Picky up my cup.,7,False,0,62.384712,False,ambiguity_not_solved
366,scene_007,cup_only,vlm_direct,ambiguous,Picky up my cup.,7,False,0,60.760588,False,ambiguity_not_solved
367,scene_007,cup_only,first_question,partial,Picky up the green cup.,1,False,0,4.126374,True,none
368,scene_007,cup_only,first_question,clear,Picky up the blue cup.,1,False,0,4.714961,True,none
369,scene_007,cup_only,first_question,partial,Picky up the left cup.,2,True,1,66.143101,True,none
370,scene_007,cup_only,first_question,partial,Picky up the bottom cup.,1,False,0,3.869678,True,none
371,scene_007,cup_only,first_question,ambiguous,Picky up my cup.,7,True,5,377.479649,True,none
372,scene_007,cup_only,first_question,ambiguous,Picky up my cup.,7,True,3,284.419909,True,none
373,scene_007,cup_only,random_question,clear,Picky up the yellow cup.,1,False,0,4.40423,True,none
374,scene_007,cup_only,random_question,clear,Picky up the blue cup.,1,False,0,6.275753,True,none
375,scene_007,cup_only,random_question,partial,Picky up the left cup.,2,True,2,152.667557,True,none
376,scene_007,cup_only,random_question,partial,Picky up the bottom cup.,1,False,0,4.135434,True,none
377,scene_007,cup_only,random_question,ambiguous,Picky up my cup.,7,True,1,135.941439,True,none
378,scene_007,cup_only,random_question,ambiguous,Picky up my cup.,7,True,6,372.978914,True,none
379,scene_007,cup_only,vlm_best_question,clear,Picky up the green cup.,1,False,0,17.347439,True,none
380,scene_007,cup_only,vlm_best_question,clear,Picky up the yellow cup.,1,False,0,3.35836,True,none
381,scene_007,cup_only,vlm_best_question,partial,Picky up the left cup.,2,True,1,69.848254,True,none
382,scene_007,cup_only,vlm_best_question,partial,Picky up the bottom cup.,1,False,0,2.673112,True,none
383,scene_007,cup_only,vlm_best_question,ambiguous,Picky up my cup.,7,True,5,311.046423,True,none
384,scene_007,cup_only,vlm_best_question,ambiguous,Picky up my cup.,7,True,3,210.343749,True,none
385,scene_007,cup_only,proposed_efe,clear,Picky up the green cup.,1,False,0,2.609165,True,none
386,scene_007,cup_only,proposed_efe,clear,Picky up the blue cup.,1,False,0,4.873185,True,none
387,scene_007,cup_only,proposed_efe,partial,Picky up the bottom cup.,1,False,0,2.79913,True,none
388,scene_007,cup_only,proposed_efe,partial,Picky up the left cup.,2,True,1,58.289017,True,none
389,scene_007,cup_only,proposed_efe,ambiguous,Picky up my cup.,7,True,1,64.199348,True,none
390,scene_008,cup_only,top_score,clear,Pick up the blue cup,1,False,0,5.558733,True,none
391,scene_008,cup_only,top_score,clear,Pick up the red cup,1,False,0,3.34053,True,none
392,scene_008,cup_only,top_score,clear,Pick up the left most cup,1,False,0,4.227445,True,none
393,scene_008,cup_only,top_score,partial,Pick up the left cup,2,False,0,3.564374,False,ambiguity_not_solved
394,scene_008,cup_only,top_score,partial,Pick up the white cup,2,False,0,5.918303,False,ambiguity_not_solved
395,scene_008,cup_only,top_score,ambiguous,Pick up my cup,7,False,0,4.996936,False,ambiguity_not_solved
396,scene_008,cup_only,top_score,ambiguous,Pick up my cup,7,False,0,3.071403,False,ambiguity_not_solved
397,scene_008,cup_only,random_candidate,ambiguous,Pick up my cup,7,False,0,2.923079,False,ambiguity_not_solved
398,scene_008,cup_only,random_candidate,partial,Pick up the left cup,2,False,0,3.913454,True,none
399,scene_008,cup_only,random_candidate,partial,Pick up the white cup,2,False,0,5.274734,False,ambiguity_not_solved
400,scene_008,cup_only,random_candidate,clear,Pick up the pink cup,1,False,0,8.734053,True,none
401,scene_008,cup_only,random_candidate,clear,Pick up the red cup,1,False,0,2.573907,True,none
402,scene_008,cup_only,vlm_direct,clear,Pick up the red cup,1,False,0,3.810721,True,none
403,scene_008,cup_only,vlm_direct,clear,Pick up the brown cup,1,False,0,3.476835,True,none
404,scene_008,cup_only,vlm_direct,partial,Pick up the white cup,2,False,0,121.160338,True,none
405,scene_008,cup_only,vlm_direct,partial,Pick up the left cup,2,False,0,78.860728,False,wrong
406,scene_008,cup_only,vlm_direct,ambiguous,Pick up the my cup,7,False,0,73.89337,False,ambiguity_not_solved
407,scene_008,cup_only,vlm_direct,ambiguous,Pick up the my cup,7,False,0,157.756774,False,ambiguity_not_solved
408,scene_008,cup_only,first_question,ambiguous,Pick up the my cup,7,True,5,759.053678,True,none
409,scene_008,cup_only,first_question,partial,Pick up the white cup,2,True,1,89.451102,True,none
410,scene_008,cup_only,first_question,partial,Pick up the left cup,2,True,1,61.993905,True,none
411,scene_008,cup_only,first_question,clear,Pick up the blue cup,1,False,0,2.761432,True,none
412,scene_008,cup_only,first_question,clear,Pick up the brwon cup,1,False,0,3.517926,True,none
413,scene_008,cup_only,random_question,clear,Pick up the brwon cup,1,False,0,1.960294,True,none
414,scene_008,cup_only,random_question,clear,Pick up the red cup,1,False,0,5.965906,True,none
415,scene_008,cup_only,random_question,partial,Pick up the left cup.,2,True,2,163.421044,True,none
416,scene_008,cup_only,random_question,ambiguous,Pick up my cup.,7,True,3,269.73796,True,none
417,scene_008,cup_only,random_question,ambiguous,Pick up my cup.,7,True,6,442.816443,True,none
418,scene_008,cup_only,vlm_best_question,clear,Pick up the blue cup.,1,False,0,5.781011,True,none
419,scene_008,cup_only,vlm_best_question,clear,Pick up the brown cup.,1,False,0,2.559696,True,none
420,scene_008,cup_only,vlm_best_question,partial,Pick up the left cup.,2,True,1,122.248811,True,none
421,scene_008,cup_only,vlm_best_question,partial,Pick up the white cup.,2,True,1,46.713416,True,none
422,scene_008,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,4,291.630746,True,none
423,scene_008,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,5,302.487402,True,none
424,scene_008,cup_only,proposed_efe,ambiguous,Pick up my cup.,7,True,3,250.624518,True,none
425,scene_008,cup_only,proposed_efe,ambiguous,Pick up my cup.,7,True,2,153.110508,True,none
426,scene_008,cup_only,proposed_efe,partial,Pick up the left cup.,2,True,1,82.406869,True,none
427,scene_008,cup_only,proposed_efe,partial,Pick up the white cup.,2,True,1,69.01857,True,none
428,scene_008,cup_only,proposed_efe,clear,Pick up the blue cup.,1,False,0,2.974867,True,none
429,scene_008,cup_only,proposed_efe,clear,Pick up the red cup.,1,False,0,2.824761,True,none
430,scene_009,cup_only,top_score,clear,Pick up the metal cup.,1,False,0,4.396284,True,none
431,scene_009,cup_only,top_score,clear,Pick up the left most cup.,1,False,0,4.133214,True,none
432,scene_009,cup_only,top_score,partial,Pick up the yellow cup.,1,False,0,3.442478,False,gd_missing_target_candidate
433,scene_009,cup_only,top_score,partial,Pick up the yellow cup.,1,False,0,4.742751,False,gd_missing_target_candidate
434,scene_009,cup_only,top_score,partial,Pick up the green cup.,1,False,0,22.754084,False,wrong_object_selected
435,scene_009,cup_only,top_score,ambiguous,Pick up my cup.,7,False,0,6.808539,False,ambiguity_not_solved
436,scene_009,cup_only,random_candidate,ambiguous,Pick up my cup.,7,False,0,2.97943,False,ambiguity_not_solved
437,scene_009,cup_only,random_candidate,ambiguous,Pick up my cup.,7,False,0,8.371566,False,ambiguity_not_solved
438,scene_009,cup_only,random_candidate,partial,Pick up the yellow cups.,7,False,0,6.748541,False,gd_missing_target_candidate
439,scene_028,mixed,random_candidate,partial,Pick up the center cup.,2,False,0,6.729479,True,none
440,scene_009,cup_only,random_candidate,clear,Pick up the metal cup.,1,False,0,2.87679,True,none
441,scene_009,cup_only,random_candidate,clear,Pick up the white cup.,1,False,0,4.15488,True,none
442,scene_009,cup_only,vlm_direct,clear,Pick up the white cup.,1,False,0,1.767816,True,none
443,scene_009,cup_only,vlm_direct,clear,Pick up the green cup.,1,False,0,4.934708,True,none
444,scene_009,cup_only,vlm_direct,partial,Pick up the green cup.,1,False,0,2.713474,False,gd_missing_target_candidate
445,scene_009,cup_only,vlm_direct,partial,Pick up the right cup.,1,False,0,4.121251,False,gd_missing_target_candidate
446,scene_009,cup_only,vlm_direct,ambiguous,Pick up my cup.,7,False,0,76.975894,False,ambiguity_not_solved
447,scene_009,cup_only,vlm_direct,ambiguous,Pick up my cup.,7,False,0,130.936943,False,ambiguity_not_solved
448,scene_009,cup_only,vlm_direct,ambiguous,Pick up my cup.,7,False,0,61.387926,False,ambiguity_not_solved
449,scene_009,cup_only,first_question,clear,Pick up the metal cup.,1,False,0,1.606835,True,none
450,scene_009,cup_only,first_question,clear,Pick up the left most cup.,1,False,0,4.282048,True,none
451,scene_009,cup_only,first_question,partial,Pick up the yellow cup.,7,True,1,396.481628,True,none
452,scene_009,cup_only,first_question,partial,Pick up the green cup.,7,True,3,947.326585,True,none
453,scene_009,cup_only,first_question,ambiguous,Pick up my cup.,7,True,4,451.953866,True,none
454,scene_009,cup_only,random_question,ambiguous,Pick up my cup.,7,True,3,466.739213,True,none
455,scene_009,cup_only,first_question,ambiguous,Pick up my cup.,7,True,4,554.325138,True,none
456,scene_009,cup_only,random_question,ambiguous,Pick up my cup.,7,True,5,806.721526,True,none
457,scene_009,cup_only,random_question,partial,Pick up the green cup.,7,True,2,277.94478,True,none
458,scene_009,cup_only,random_question,partial,Pick up the yellow cup.,7,True,3,444.569578,False,gd_missing_target_candidate
459,scene_009,cup_only,random_question,clear,Pick up the metal cup.,1,False,0,2.834199,True,none
460,scene_009,cup_only,random_question,clear,Pick up the leftmost cup.,1,False,0,2.167917,True,none
461,scene_009,cup_only,vlm_best_question,clear,Pick up the leftmost cup.,1,False,0,1.646888,True,none
462,scene_009,cup_only,vlm_best_question,clear,Pick up the metal cup.,1,False,0,3.996189,True,none
463,scene_009,cup_only,vlm_best_question,partial,Pick up the yellow cup.,7,True,2,157.698775,False,gd_missing_target_candidate
464,scene_009,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,3,133.209587,True,none
465,scene_009,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,5,371.675965,True,none
466,scene_009,cup_only,vlm_best_question,ambiguous,Pick up my cup.,7,True,1,52.487935,True,none
467,scene_009,cup_only,proposed_efe,ambiguous,Pick up my cup.,7,True,3,203.364795,True,none
468,scene_009,cup_only,proposed_efe,ambiguous,Pick up my cup.,7,True,3,392.90766,True,none
469,scene_009,cup_only,proposed_efe,partial,Pick up the green cup.,7,True,3,228.847562,True,none
470,scene_009,cup_only,proposed_efe,clear,Pick up the metal cup.,1,False,0,1.905417,True,none
471,scene_010,cup_only,top_score,clear,Pick up the left most cup.,1,False,0,4.605626,True,none
472,scene_010,cup_only,top_score,clear,Pick up the left red cup.,1,False,0,3.275411,True,none
473,scene_010,cup_only,top_score,partial,Pick up the yellow cup.,1,False,0,3.050363,False,gd_missing_target_candidate
474,scene_010,cup_only,top_score,partial,Pick up the red cup.,1,False,0,20.300522,True,none
475,scene_010,cup_only,top_score,ambiguous,Pick up my cup.,8,False,0,3.013694,True,none
476,scene_010,cup_only,top_score,ambiguous,Pick up my cup.,8,False,0,3.726626,True,none
477,scene_010,cup_only,random_candidate,ambiguous,Pick up my cup.,8,False,0,4.495636,False,ambiguity_not_solved
478,scene_010,cup_only,random_candidate,ambiguous,Pick up my cup.,8,False,0,3.152241,False,ambiguity_not_solved
479,scene_010,cup_only,random_candidate,partial,Pick up the red cup.,1,False,0,2.603404,False,gd_missing_target_candidate
480,scene_010,cup_only,random_candidate,partial,Pick up the yellow cup.,1,False,0,2.209987,False,gd_missing_target_candidate
481,scene_010,cup_only,random_candidate,clear,Pick up the right yellow cup.,1,False,0,5.060382,True,none
482,scene_010,cup_only,random_candidate,clear,Pick up the right red cup.,1,False,0,5.487071,True,none
483,scene_010,cup_only,vlm_direct,clear,Pick up the left red cup.,1,False,0,2.694007,True,none
484,scene_010,cup_only,vlm_direct,clear,Pick up the bottom cup.,1,False,0,7.889694,True,none
485,scene_010,cup_only,vlm_direct,partial,Pick up the red cup.,1,False,0,2.475622,False,gd_missing_target_candidate
486,scene_010,cup_only,vlm_direct,partial,Pick up the yellow cup.,1,False,0,3.349106,False,gd_missing_target_candidate
487,scene_010,cup_only,vlm_direct,ambiguous,Pick up my cup.,8,False,0,90.786031,False,ambiguity_not_solved
488,scene_010,cup_only,first_question,ambiguous,Pick up my cup.,8,True,5,249.908267,True,none
489,scene_010,cup_only,first_question,ambiguous,Pick up my cup.,8,True,3,152.36559,True,none
490,scene_010,cup_only,first_question,partial,Pick up the yellow cup.,8,True,2,265.068618,True,none
491,scene_010,cup_only,first_question,partial,Pick up the red cup.,8,True,3,158.649603,True,none
492,scene_010,cup_only,first_question,clear,Pick up the left red cup.,1,False,0,3.089171,True,none
493,scene_010,cup_only,first_question,clear,Pick up the left yellow cup.,1,False,0,3.804971,True,none
494,scene_010,cup_only,random_question,clear,Pick up the left yellow cup.,1,False,0,1.991711,True,none
495,scene_010,cup_only,random_question,clear,Pick up the left red cup.,1,False,0,12.704874,True,none
496,scene_010,cup_only,random_question,partial,Pick up the red cup.,8,True,3,287.715289,True,none
497,scene_010,cup_only,random_question,partial,Pick up the yellow cup.,8,True,2,167.644526,False,vlm_error
498,scene_010,cup_only,random_question,ambiguous,Pick up my cup.,8,True,3,254.407155,True,none
499,scene_010,cup_only,random_question,ambiguous,Pick up my cup.,8,True,5,447.850279,True,none
500,scene_010,cup_only,vlm_best_question,partial,Pick up the yellow cup.,8,True,3,509.903224,False,vlm_error
501,scene_010,cup_only,vlm_best_question,partial,Pick up the red cup.,8,True,3,108.759488,True,none
502,scene_010,cup_only,vlm_best_question,clear,Pick up the left red cup.,1,False,0,14.485272,True,none
503,scene_010,cup_only,vlm_best_question,clear,Pick up the left yellow cup.,1,False,0,4.102498,True,none
504,scene_010,cup_only,proposed_efe,clear,Pick up the left yellow cup.,1,False,0,2.313575,True,none
505,scene_010,cup_only,proposed_efe,clear,Pick up the left red cup.,1,False,0,14.594925,True,none
506,scene_010,cup_only,proposed_efe,partial,Pick up the red cup.,8,True,3,365.135211,True,none
507,scene_010,cup_only,proposed_efe,partial,Pick up the yellow cup.,8,True,3,426.386398,True,none
508,scene_010,cup_only,proposed_efe,ambiguous,Pick up the my cup.,8,True,3,145.591319,True,none
509,scene_010,cup_only,proposed_efe,ambiguous,Pick up the my cup.,8,True,3,140.238053,True,none
510,scene_011,bottle_only,top_score,clear,Pick up the red bottle.,1,False,0,4.781584,True,none
511,scene_011,bottle_only,top_score,clear,Pick up the left bottle.,1,False,0,8.908417,True,none
512,scene_011,bottle_only,top_score,partial,Pick up the top bottle.,1,False,0,3.40091,False,wrong_object_selected
513,scene_011,bottle_only,top_score,ambiguous,Pick up my bottle.,4,False,0,5.893683,False,ambiguity_not_solved
514,scene_011,bottle_only,top_score,ambiguous,Pick up my bottle.,4,False,0,2.812251,True,none
515,scene_011,bottle_only,random_candidate,ambiguous,Pick up my bottle.,4,False,0,33.396925,False,ambiguity_not_solved
516,scene_011,bottle_only,random_candidate,ambiguous,Pick up my bottle.,4,False,0,2.91647,True,none
517,scene_011,bottle_only,random_candidate,partial,Pick up the center bottle.,1,False,0,3.556017,False,wrong_object_selected
518,scene_011,bottle_only,random_candidate,clear,Pick up the red bottle.,1,False,0,2.498581,True,none
519,scene_011,bottle_only,random_candidate,clear,Pick up the left bottle.,1,False,0,4.166322,True,none
520,scene_011,bottle_only,vlm_direct,clear,Pick up the red bottle.,1,False,0,30.527821,True,none
521,scene_011,bottle_only,vlm_direct,partial,Pick up center bottle.,1,False,0,2.229374,False,wrong_object_selected
522,scene_011,bottle_only,vlm_direct,partial,Pick up right bottle.,1,False,0,2.879748,True,none
523,scene_011,bottle_only,vlm_direct,ambiguous,Pick up my bottle.,4,False,0,95.159098,False,ambiguity_not_solved
524,scene_011,bottle_only,vlm_direct,ambiguous,Pick up my bottle.,4,False,0,52.717629,False,ambiguity_not_solved
525,scene_011,bottle_only,first_question,ambiguous,Pick up my bottle.,4,True,3,167.213837,True,none
526,scene_011,bottle_only,first_question,ambiguous,Pick up my bottle.,4,True,3,103.169916,True,none
527,scene_011,bottle_only,first_question,partial,Pick up the right bottle.,1,False,0,2.704586,True,none
528,scene_011,bottle_only,first_question,clear,Pick up the left bottle.,1,False,0,2.210509,True,none
529,scene_011,bottle_only,first_question,clear,Pick up the red bottle.,1,False,0,2.791091,True,none
530,scene_011,bottle_only,random_question,clear,Pick up the red bottle.,1,False,0,2.952137,True,none
531,scene_011,bottle_only,random_question,clear,Pick up the tall bottle.,1,False,0,2.960729,True,none
532,scene_011,bottle_only,random_question,partial,Pick up the top bottle.,1,False,0,6.834425,True,none
533,scene_011,bottle_only,random_question,partial,Pick up the right bottle.,1,False,0,2.482294,True,none
534,scene_011,bottle_only,random_question,ambiguous,Pick up my bottle.,4,True,3,107.799351,True,none
535,scene_011,bottle_only,random_question,ambiguous,Pick up my bottle.,4,True,3,126.594331,True,none
536,scene_011,bottle_only,vlm_best_question,ambiguous,Pick up my bottle.,4,True,3,130.704419,True,none
537,scene_011,bottle_only,vlm_best_question,partial,Pick up the right bottle.,1,False,0,4.025355,True,none
538,scene_011,bottle_only,vlm_best_question,partial,Pick up the bottom bottle.,1,False,0,2.516981,True,none
539,scene_011,bottle_only,vlm_best_question,clear,Pick up the red bottle.,1,False,0,1.843926,True,none
540,scene_011,bottle_only,vlm_best_question,clear,Pick up the blue bottle.,1,False,0,1.511311,True,none
541,scene_011,bottle_only,proposed_efe,clear,Pick up the blue bottle.,1,False,0,2.048855,True,none
542,scene_011,bottle_only,proposed_efe,clear,Pick up the left bottle.,1,False,0,1.747549,True,none
543,scene_011,bottle_only,proposed_efe,partial,Pick up the right bottle.,1,False,0,50.8517,True,none
544,scene_011,bottle_only,proposed_efe,partial,Pick up the tall bottle.,1,True,1,76.499149,True,none
545,scene_011,bottle_only,proposed_efe,ambiguous,Pick up my bottle.,4,True,3,225.951417,True,none
546,scene_011,bottle_only,proposed_efe,ambiguous,Pick up my bottle.,4,True,3,153.425097,True,none
547,scene_012,bottle_only,top_score,ambiguous,Pick up my bottle.,4,False,0,4.177642,False,ambiguity_not_solved
548,scene_012,bottle_only,top_score,ambiguous,Pick up my bottle.,4,False,0,2.417407,False,ambiguity_not_solved
549,scene_012,bottle_only,top_score,partial,Pick up the right bottle.,1,False,0,5.266498,False,wrong_object_selected
550,scene_012,bottle_only,top_score,partial,Pick up the left bottle.,1,False,0,3.518865,False,wrong_object_selected
551,scene_012,bottle_only,top_score,clear,Pick up the red bottle.,1,False,0,2.972963,True,none
552,scene_012,bottle_only,top_score,clear,Pick up the green bottle.,1,False,0,3.637086,True,none
553,scene_012,bottle_only,top_score,clear,Pick up the blue bottle.,1,False,0,2.544884,True,none
554,scene_012,bottle_only,random_candidate,clear,Pick up the left most bottle.,1,False,0,7.091151,True,none
555,scene_012,bottle_only,random_candidate,partial,Pick up the right bottle.,1,False,0,3.254776,False,wrong_object_selected
556,scene_012,bottle_only,random_candidate,ambiguous,Pick up my bottle.,4,False,0,5.838783,False,ambiguity_not_solved
557,scene_012,bottle_only,random_candidate,ambiguous,Pick up my bottle.,4,False,0,4.067394,False,ambiguity_not_solved
558,scene_012,bottle_only,vlm_direct,ambiguous,Pick up my bottle.,4,False,0,72.872936,False,ambiguity_not_solved
559,scene_012,bottle_only,first_question,ambiguous,Pick up my bottle.,4,True,1,50.864986,True,none
560,scene_012,bottle_only,first_question,ambiguous,Pick up my bottle.,4,True,3,140.418168,True,none
561,scene_012,bottle_only,first_question,partial,Pick up the left bottle.,1,False,0,49.025456,False,wrong_object_selected
562,scene_012,bottle_only,first_question,partial,Pick up the right bottle.,1,False,0,49.782452,False,wrong_object_selected
563,scene_012,bottle_only,first_question,clear,Pick up the red bottle.,1,False,0,3.447799,True,none
564,scene_012,bottle_only,first_question,clear,Pick up the green bottle.,1,False,0,2.008665,True,none
565,scene_012,bottle_only,random_question,clear,Pick up the green bottle.,1,False,0,2.121467,True,none
566,scene_012,bottle_only,random_question,clear,Pick up the red bottle.,1,False,0,3.185258,True,none
